sample_index,text,status,failure_case,error,speaker_similarity,mcd,stoi,log_f0_rmse,pesq,lsd,wer,ref_dur_sec,gen_dur_sec,dur_ratio,latency_sec,preprocessing_sec,synthesis_sec,asr_sec,metric_sec,backend_runtime_sec,total_wall_sec,peak_cpu_mem_mb,peak_gpu_mem_mb,output_samples,clipped,backend_load_sec
0,"Du-te repede să cauți niște martori pe coridor, așa am să mor cu cugetul în păcat."" În fața medicului și a infirmierei, Eme semnă documentele necesare.",ok,,,0.8734533786773682,6.1453360110855915,0.16677475523528917,0.256038273913961,0.7415971159934998,1.9442205,0.11538461538461539,9.472,8.821375,0.9313107052364865,5.809212133986875,0.0050543430261313915,5.800705116940662,17.596634557005018,27.65436731209047,33.498818560969085,33.49881974910386,8367.3125,896.91455078125,141142,False,6.292690522968769e-05
1,"Personajul îl ridică ușor din sprânceană și privirea lui exprimă un dispreț regal. Lucrurile demarează foarte prost, doamnă.",ok,,,0.8534243702888489,6.17227010394801,0.08729122685458424,0.36055495361272166,0.8756093978881836,1.8614342,0.05555555555555555,9.408,8.352,0.8877551020408164,5.995922456029803,0.004953423049300909,5.990606906125322,16.390354987001047,32.85754027101211,38.87023336393759,38.87023455090821,8387.609375,896.24853515625,133632,False,6.292690522968769e-05
2,"Ca să nu asiste la un spectacol pe care nervii ei n-aveau să-l poată suporta, preferă să se refugieze în salon, de unde auzea vag aminințările și somațiile.",ok,,,0.8781957030296326,5.323524773103234,0.13642001315347677,0.4007093717342475,1.0258280038833618,1.9984002,0.07142857142857142,9.12,8.48,0.9298245614035089,5.846344995079562,0.0046779690310359,5.841344079934061,21.8623164370656,38.799661335069686,44.648385684005916,44.64838805817999,8381.5859375,893.80126953125,135680,False,6.292690522968769e-05
3,"Prin cărțile dumneavoastră arătați că în orice viață, chiar și în cea mai nefericită, există ceva care te face să te bucuri, să râzi, să iubești.",ok,,,0.8998982906341553,5.747384287548391,0.169786476887872,0.326918086726628,1.830635666847229,1.9371383,0.0,9.152,8.096,0.8846153846153847,5.598562246887013,0.0067462490405887365,5.591459807939827,24.696920975111425,40.38841353612952,45.997412166092545,45.99741454003379,8383.796875,893.80126953125,129536,False,6.292690522968769e-05
4,"Descumpănit, simțind că lucrurile luau o întorsătură neconvenabilă pentru reputația lui Odet dacă dezmințea, Baltazar se-ntoarse în apartament săcâit de noi întrebări.",ok,,,0.8779435157775879,5.7498716389000375,0.12221891934861503,0.2592088976251486,1.3093278408050537,1.7036476,0.0,9.408,8.448,0.8979591836734695,6.107810210203752,0.006371061084792018,6.101080583175644,25.144103926140815,41.25218148692511,47.40361316292547,47.40361553803086,8383.73828125,896.8037109375,135168,False,6.292690522968769e-05
5,"Ia dorința ta de a trezi interesul oamenilor drept marketing. În plus, se discreditează tratând publicul drept o turmă inferioară și nedemnă.",ok,,,0.887627363204956,6.322331697637966,0.1688851265241636,0.3373834267353266,0.9259665608406067,1.9087384,0.0,10.112,9.376,0.9272151898734177,6.569427188951522,0.008744476828724146,6.560274279909208,16.994730752892792,33.69678212911822,40.307852739002556,40.30785511410795,8384.43359375,903.26123046875,150016,False,6.292690522968769e-05
6,"Treizeci de ani, brunet, fără nici un fier de păr alb, cu pielea bronzată și sănătoasă, cu mâini sigure și fine, un spate puternic și o talie îngustă.",ok,,,0.8799890875816345,6.203889900778873,0.19871969372550757,0.4948363545087623,0.4404592216014862,1.7529724,0.10714285714285714,9.696,8.768,0.9042904290429044,6.417495308909565,0.004220857983455062,6.41304767690599,29.758123514940962,50.6700191590935,57.08933341503143,57.089335788972676,8385.171875,899.1123046875,140288,False,6.292690522968769e-05
7,"Și se surprinse că avea poftă să atingă firișoarele acelea de păr blond, ca firișoarele unui mușchi ușor, și plăcut sub palma ei.",ok,,,0.8852089643478394,5.96912803905056,0.22642722446012375,0.3456853426260908,1.0796829462051392,1.7362777,0.043478260869565216,8.736,7.68,0.879120879120879,5.569786802167073,0.006899409927427769,5.562427905155346,24.12232748582028,39.82455800496973,45.420428639044985,45.42043101415038,8366.34765625,889.0771484375,122880,False,6.292690522968769e-05
8,"Faptul că îl întâlnisem pe neașteptate pe fiul soțului meu, sosia lui exactă cu 20 de ani mai puțin, stărnea în mine o exaltare de îndrăgostită.",ok,,,0.8803317546844482,5.78552584682936,0.25208281573887775,0.322297607736206,1.4081050157546997,1.8025968,0.07692307692307693,9.408,8.32,0.8843537414965987,5.931776104960591,0.006443487014621496,5.924936058931053,25.153925287071615,41.61374098691158,47.58016730588861,47.580169680994004,8367.37109375,896.2841796875,133120,False,6.292690522968769e-05
9,"Deprinsă cu interminabilele vacanțe familiale pe malul Mediteranei, Elen se bucurase să descopere oceanul și valurile lui zgomotoase.",ok,,,0.9070426225662231,5.370362808930439,0.1886110735815349,0.28721649936218235,1.567979097366333,1.6821411,0.0,9.024,8.352,0.9255319148936172,5.8575305650010705,0.007697277935221791,5.849480659002438,21.63844357104972,36.503238117089495,42.40903249802068,42.40903487196192,8367.6171875,893.64794921875,133632,False,6.292690522968769e-05
