sample_index,text,status,failure_case,error,speaker_similarity,mcd,stoi,log_f0_rmse,pesq,lsd,wer,ref_dur_sec,gen_dur_sec,dur_ratio,latency_sec,preprocessing_sec,synthesis_sec,asr_sec,metric_sec,backend_runtime_sec,total_wall_sec,peak_cpu_mem_mb,peak_gpu_mem_mb,output_samples,clipped,backend_load_sec
0,"Și pe bună dreptate, mai exista oare vreo femeie de vârsta ei incapabilă să spună numele și prenumele?",ok,,,0.8473713397979736,6.071707200435217,0.09786818587437404,0.36027500256394146,0.7609488368034363,1.8427274,0.1111111111111111,6.272,5.28,0.8418367346938775,3.709047517972067,0.0037803680170327425,3.7049311429727823,14.997168003814295,20.804479267913848,24.53163076308556,24.531633137958124,8842.7734375,866.2666015625,84480,False,6.292690522968769e-05
1,"François voia să se facă acceptat de ceilalți, semănându-le, și suferea totuși că nu era unde a ajuns el însuși.",ok,,,0.7934429049491882,6.4172143314631995,0.12623373936916268,0.43725190984013074,0.34523433446884155,1.7734157,0.05,6.72,6.197375,0.9222284226190477,3.9088644641451538,0.002340171951800585,3.9062060960568488,21.089749881997705,29.534222153015435,33.460598130943254,33.46060050511733,8959.25,871.98486328125,99158,False,6.292690522968769e-05
2,"Afară, deși era începutul lunii iulie, peluzele se îngălbeneau, copacii își pierdeau frunzele uscate.",ok,,,0.8948543071746826,6.5256909055517145,0.17665974585181227,0.35555684833168066,0.4338090717792511,1.949035,0.07142857142857142,6.688,6.4,0.9569377990430623,3.942005616845563,0.002963505918160081,3.938655051868409,23.653168766060844,32.77016554796137,36.749808630906045,36.74981100484729,8967.63671875,871.904296875,102400,False,6.292690522968769e-05
3,"Trimis neîndoielnic de către Samuel, doctorul Feldheim, fostul meu psihiatru, a venit în vizită.",ok,,,0.8641376495361328,6.466357068526079,0.15111944066404062,0.4921484141029992,1.041242241859436,1.8457268,0.07142857142857142,6.656,5.5786875,0.8381441556490385,3.9371851729229093,0.003183156019076705,3.93358052498661,13.587110650958493,21.907076525967568,25.88593123992905,25.885933615034446,8963.66015625,871.87109375,89259,False,6.292690522968769e-05
4,"Desigur, ar fi putut să contacteze poliția, căci dacă se înșelase, nu escrocase totuși pe nimeni.",ok,,,0.8959656953811646,6.775189433340067,0.1489115723339146,0.560001530130105,0.7270365357398987,1.9057664,0.125,6.656,5.984,0.8990384615384616,4.0742995261680335,0.0025052069686353207,4.0714974941220134,22.924061017110944,31.890417702961713,35.97997880587354,35.979981180047616,8964.453125,871.87890625,95744,False,6.292690522968769e-05
5,"Da, confirmă intriganta, așezându-se cu eleganță picior peste picior ca și cum nu s-ar fi întâmplat nimic.",ok,,,0.8805418014526367,5.925738552661752,0.2200738075049707,0.40858248550319276,1.3943712711334229,1.7753112,0.0,5.952,5.408,0.9086021505376345,3.537903908872977,0.005037721944972873,3.5325099979527295,24.924948209896684,33.86678236699663,37.44617416104302,37.44617653498426,8964.83984375,864.3857421875,86528,False,6.292690522968769e-05
6,"Aveam să-i arăt că puteam trece peste conveniențele burgheze, la fel ca el, din dragoste.",ok,,,0.8356844186782837,5.546951249510517,0.2102559287570846,0.42059907156582094,0.8729478120803833,1.9129692,0.0,6.176,4.896,0.7927461139896372,3.607940464047715,0.002961130812764168,3.6046088950242847,22.782443227013573,30.583572488976642,34.21276921685785,34.212771591031924,8964.97265625,865.4140625,78336,False,6.292690522968769e-05
7,"Dar lumina alba a reflectoarelor lor bea, împiedicându-l să scruteze publicul apărat de pe-n umbră.",ok,,,0.7924617528915405,6.429656449072325,0.15618142420143824,0.23421176887186942,0.3453802168369293,1.7368158,0.13333333333333333,6.176,5.12,0.8290155440414507,3.775870047044009,0.005057904869318008,3.7703799640294164,23.922596025047824,30.972418558085337,34.76016043499112,34.76016281009652,8965.0234375,865.63671875,81920,False,6.292690522968769e-05
8,"Am să-i închid ușor culoarea la rădăcină, apoi am să-l filesc pe partea dreaptă și am să-i dau volum pe stânga.",ok,,,0.8280001878738403,6.423946190712295,0.10822693042749901,0.4154414827166049,0.49609121680259705,1.6990808,0.0,6.24,5.44,0.8717948717948718,3.938639616826549,0.0027034860104322433,3.935498016886413,26.687040528981015,34.317886976059526,38.260708270128816,38.26071064500138,8964.703125,866.19189453125,87040,False,6.292690522968769e-05
9,"Spera că intrusa i-a auzit cuvintele și s-a speriat, în ciuda distanței, a ușii și a paltoanelor din dulap.",ok,,,0.8416488170623779,5.495863728938106,0.2787767266658717,0.30192404000255185,1.3396857976913452,1.6434627,0.15789473684210525,6.08,5.504,0.9052631578947368,3.5639675569254905,0.002931447932496667,3.560671607963741,26.716601968044415,34.943730344995856,38.519733580062166,38.51973595400341,8939.89453125,865.26123046875,88064,False,6.292690522968769e-05
10,"Fii liniștit, vei apărea sub un nume fals, iar eu nu voi spune nimic care să dezvăluie identitatea ta sau a părinților tăi.",ok,,,0.8470051884651184,5.952392623462885,0.12086172135346357,0.25698455652545243,0.7794553637504578,1.6893241,0.043478260869565216,6.624,5.376,0.8115942028985508,3.911216508829966,0.005611188011243939,3.9051363370381296,14.689407520927489,22.247791755013168,26.180415314855054,26.180417688796297,8927.53515625,866.59912109375,86016,False,6.292690522968769e-05
11,"În orice caz, când ieși pe terasa hotelului care domina oceanul, băgă de seamă că inima îi bătea mai repede.",ok,,,0.8615711331367493,6.024955979161708,0.13938818658646338,0.36410866553567306,1.4555448293685913,1.8085576,0.05,6.592,5.92,0.8980582524271845,3.7414038649294525,0.0019614219199866056,3.739138492848724,25.221163371112198,34.78896081401035,38.56559785781428,38.56560023291968,8927.62109375,869.70849609375,94720,False,6.292690522968769e-05
12,"În trei dimensiuni, cât de fidele sunt cărțile poștale expuse în holul hotelului, nimic mai mult.",ok,,,0.894780695438385,6.2369000872112075,0.23916162135830576,0.2902772671348255,0.7904301285743713,1.6361221,0.0,6.112,5.248,0.8586387434554974,4.0073642041534185,0.07490211795084178,3.932069089030847,14.626028166851029,23.309619445819408,27.327325047925115,27.327328610001132,8920.05078125,864.91796875,83968,False,6.292690522968769e-05
13,"Fica ei, care îi era alături în ultimele clipe și care o făcea să simtă că nu era singură pe lume.",ok,,,0.8461568355560303,6.133252254792997,0.21237876281866577,0.4308102953179672,1.7129645347595215,1.8572031,0.0,6.24,5.173375,0.8290665064102564,3.6261180529836565,0.002277245046570897,3.623466809047386,26.651005920022726,35.38214744790457,39.009789997013286,39.00979237095453,8906.68359375,865.783203125,82774,False,6.292690522968769e-05
