sample_index,text,status,failure_case,error,speaker_similarity,mcd,stoi,log_f0_rmse,pesq,lsd,wer,ref_dur_sec,gen_dur_sec,dur_ratio,latency_sec,preprocessing_sec,synthesis_sec,asr_sec,metric_sec,backend_runtime_sec,total_wall_sec,peak_cpu_mem_mb,peak_gpu_mem_mb,output_samples,clipped,backend_load_sec
0,"Ca să-și facă un pic de curaj, își aduse aminte că e actor, că e posesorul unui fizic plăcut.",ok,,,0.709339256286621,7.06687814004132,0.180057767904069,0.341127095447679,0.781717956066132,1.6859484,0.157894736842105,5.344,5.28,0.988023952095808,3.66523727204185,0.00451887003146112,3.66026129003149,12.7713310619583,15.4071848490275,19.09006305004,19.090065425029,13546.03515625,5680.455078125,84480,False,7.71749764680862E-05
1,Va ține piept cu înverșunare cât va putea de mult spre a evita să-și rea locul în ferma familiei.,ok,,,0.563988054990768,7.83277740415689,0.13264208801493,0.253536989184615,0.995571076869965,1.6950234,0,5.568,5.376,0.965517241379311,3.70127069193404,0.00258713099174202,3.69837248802651,11.7512180309277,14.8426240599947,18.5761121850228,18.5761157469824,14152.60546875,5682.384765625,86016,False,7.71749764680862E-05
2,"Fără un plan în cap, fără o strategie prestabilită, trebuia să-mi coroborez ipoteza.",ok,,,0.464112746715546,7.18371402799707,0.131251852570343,0.255240181605476,0.623843669891357,1.7793951,0,5.216,5.728,1.09815950920245,3.99737305997405,0.00276878697331995,3.99419821496122,11.4911158389878,15.5236567750108,19.5579798519611,19.5579822269501,14164.234375,5670.19287109375,91648,False,7.71749764680862E-05
3,Nici nu terminase bine că Rudi ieși valvârteș din camera lui unde flirta cu noul lui iubit.,ok,,,0.414368897676468,8.63460581023624,0.103620571588947,0.327224033429775,0.160074636340141,1.7438909,0.294117647058824,4.864,5.312,1.0921052631579,3.93566898792051,0.00238291395362467,3.93297262594569,11.3063598159933,15.346440118039,19.3314141849987,19.3314165599877,14169.14453125,5666.521484375,84992,False,7.71749764680862E-05
4,"Rămân pe fir cu dumneavoastră, astfel persoana aceea nu va putea să facă nici o mișcare fără știrea dumneavoastră.",ok,,,0.285286296606064,6.60749010944612,0.106203781604446,0.142389168815701,0.351680427789688,1.694273,0.105263157894737,5.504,6.048,1.09883720930233,5.45703944202978,0.00202909798827022,5.45476101001259,14.2935350009939,20.1055147349834,25.6017113870475,25.6017125750659,14189.2109375,5678.21484375,96768,False,7.71749764680862E-05
5,Își terse o lacrimă și declară cu mare tristețe ca și cum își ar fi trădat soțul defunct.,ok,,,0.463020926713944,6.90993518900159,0.332909083565328,0.342780280780694,0.760364890098572,1.6647232,0.166666666666667,5.216,4.672,0.895705521472393,4.4416981759714,0.00212883204221725,4.43935681693256,12.0171997400466,17.650031076977,22.0959061810281,22.0959073679987,14191.46484375,5670.45263671875,74752,False,7.71749764680862E-05
6,"Îmi dădea podoabe de doi bani, cum făceau conchistadori spanioli cu indienii din America.",ok,,,0.389349558353424,6.67619007028365,0.310022417583366,0.318731042701074,1.54434990882874,1.8654639,0.142857142857143,5.024,4.32,0.859872611464968,4.36918016104028,0.00281390501186252,4.36609792499803,12.3602337710327,17.6372367140139,22.0323190490017,22.03232023702,14191.48046875,5671.90087890625,69120,False,7.71749764680862E-05
7,Un clipit aprobator din cene îmi arătă că era măgulit să colaboreze cu un ziar de prestigiu.,ok,,,0.580326991081238,7.59425020002897,0.141565702872127,0.333458746796067,0.318907469511032,1.9022511,0.117647058823529,5.152,5.408,1.04968944099379,7.5998792439932,0.00232473690994084,7.59721493802499,13.0736715119565,20.5539182330249,28.1860030359821,28.1860054109711,14191.5546875,5673.89111328125,86528,False,7.71749764680862E-05
8,"Nu vreau să fii reprezentativ pentru tinerii de astăzi, ci să te reprezinți pe dumneata însuți.",ok,,,0.597489693164825,6.96027204363674,0.284286577015625,0.255733093303302,1.163733959198,1.7190845,0.0625,4.96,4.896,0.987096774193548,5.59999650798272,0.00221787893678993,5.59747705294285,13.5649627239909,20.5266922169831,26.1379918359453,26.1379930239636,14193.359375,5669.96044921875,78336,False,7.71749764680862E-05
9,În fiecare noapte îmi venea să înghit niște somnifere ca să termin o dată cu toate.,ok,,,0.415158559083939,6.79809654903656,0.219457094302979,0.224405679927473,0.486932784318924,1.8297579,0.1875,4.896,4,0.816993464052288,5.91541983594652,0.00242328306194395,5.91240646399092,13.3278395709349,20.5091082780855,26.4349478740478,26.4349502490368,14204.8203125,5665.02099609375,64000,False,7.71749764680862E-05
