sample_index,text,status,failure_case,error,speaker_similarity,mcd,stoi,log_f0_rmse,pesq,lsd,wer,ref_dur_sec,gen_dur_sec,dur_ratio,latency_sec,preprocessing_sec,synthesis_sec,asr_sec,metric_sec,backend_runtime_sec,total_wall_sec,peak_cpu_mem_mb,peak_gpu_mem_mb,output_samples,clipped,backend_load_sec
0,"Vechiul zid din piatră mai degrabă decât burlanul spart, farmecul pietrelor din caldărâm mai degrabă decât faptul că erau alunecoase, chiciul naiv al vitrinelor mai curând decât ridicolul lor.",ok,,,0.8752936124801636,6.42265735058852,0.10089198924889266,0.27698190783537396,0.5600538849830627,1.8794806,0.10344827586206896,13.248,10.656,0.8043478260869567,11.142260467866436,0.008459524950012565,11.133342643966898,28.254796485882252,53.197378501994535,64.34457814507186,64.34458170691505,8462.90234375,980.310546875,170496,False,6.292690522968769e-05
1,În loc de răspuns Un rictus dureros schimonosii fața Olga-i Și noi Continua Tatiana Ne-e dor de bărbații noștri Dar de ce să ne facem griji Pentru ei mai mult decât pentru noi?,ok,,,0.8471326231956482,8.129054031285278,0.2239955791568894,0.46238372037006237,1.0720312595367432,2.1017354,0.36363636363636365,12.992,8.885375,0.6839112530788177,5.810154851060361,0.010305779054760933,5.7993729640729725,28.153891273075715,46.268401914974675,52.12234207894653,52.12234564102255,8478.28515625,903.16845703125,142166,False,6.292690522968769e-05
2,"În camera lui de hotel, gol, cu un prosop în jurul șalelor, Baltazar Balsan asista cu gura găscată la demolarea sa în direcție.",ok,,,0.8631691932678223,6.9196953500191825,0.16094384710002962,0.47016318109847993,1.6004239320755005,2.1542797,0.043478260869565216,9.632,9.216,0.9568106312292358,6.210636477218941,0.006805612938478589,6.203456863062456,22.218889269977808,37.69610948697664,43.94559803791344,43.94560041301884,8477.515625,906.67724609375,147456,False,6.292690522968769e-05
3,"Neavând habar de această agitație, deoarece nu citea ziarele și nici nu se uita la emisiunile culturale, Odetă nu și imagina că scritorul ei trecea prin momente atât de grele.",ok,,,0.9225751757621765,5.370359817165829,0.0730386171770066,0.28215366555279026,1.1755399703979492,1.6535202,0.03333333333333333,10.24,9.333375,0.91146240234375,6.592092778999358,0.007198611041530967,6.5845249181147665,24.926275612786412,45.61561154597439,52.21413237694651,52.21413475088775,8477.6875,912.8212890625,149334,False,6.292690522968769e-05
4,"Antoan însă le atribuia oamenilor nobile intenții, scopuri înalte, idealuri, de parcă el n-ar fi aruncat niciodată o privire, lucidă minții omenești ca să descopere în ce hal duhnea și viermuia.",ok,,,0.8483041524887085,7.532693018424112,0.1509509427135774,0.37128652675334906,0.7731826901435852,1.7552851,0.3548387096774194,13.888,9.92,0.7142857142857143,6.603384018177167,0.006658389000222087,6.596446614013985,29.012353172991425,50.250571575947106,56.898940082872286,56.89894245704636,8477.8828125,912.72265625,158720,False,6.292690522968769e-05
5,"Un lent moment de plăcere, urmat de un somn adânc, îi convenea mai mult decât o noapte agitată alături de un armăsar, în care răgazurile și plăcerile scurte se succedau.",ok,,,0.9174956679344177,6.097026187474724,0.13819300227106032,0.4142733193723396,0.09146798402070999,1.8325723,0.1,11.264,9.92,0.8806818181818182,6.442681540967897,0.006530160084366798,6.435834371950477,25.120775821851566,45.07969203707762,51.52450122311711,51.524503597058356,8479.74609375,912.48974609375,158720,False,6.292690522968769e-05
6,"Era ea conștientă, instalându-se cu soțul ei la Cannes, că lăsa în urma ei, lovită, lividă, o femeie care dorise vreme de 25 de ani să ia locul și încă mai spera asta cu câteva minute mai înainte?",ok,,,0.8885751962661743,6.776956160910325,0.24398717736960934,0.2247078781383467,0.6092613935470581,1.7245257,0.3684210526315789,12.832,10.56,0.8229426433915212,6.897167586022988,0.005392723949626088,6.891513654962182,20.609795026946813,40.96196932415478,47.864813399035484,47.86481577414088,8479.91796875,919.12353515625,168960,False,6.292690522968769e-05
7,"Pe deasupra chipurilor anonime, remarcase o femeie frumoasă, o metisă îmbrăcată în mătase roșiatică și castaniu aurie și care, stând deoparte, se plimba în sus și în jos.",ok,,,0.8632253408432007,6.772339066852312,0.10985964394256717,0.3910665793801974,1.6769092082977295,1.8600236,0.25,11.84,9.504,0.8027027027027027,6.122398586012423,0.005016349954530597,6.117134091211483,16.926629499997944,23.64502862491645,29.787753816926852,29.787756190868095,8478.3515625,910.11767578125,152064,False,6.292690522968769e-05
8,"De fiecare dată se înscria fără chef la câteva excursii, pentru că Antoan i-ar fi reproșat că nu le face, dar nu era cupleșită de admirație în fața a ceea ce descoperea.",ok,,,0.902722954750061,5.302546147962317,0.15740886111566751,0.284172075854371,1.6492613554000854,1.795618,0.125,10.048,9.088,0.9044585987261146,6.4053682098165154,0.0057477280497550964,6.399334341986105,16.772517733974382,40.519027412869036,46.97006637183949,46.970067558810115,8449.58984375,910.55712890625,145408,False,6.292690522968769e-05
9,"Mergând pe plașa pe care vântul nu avusese timp să o usuce între doua verse, pentru că picioarele ei se tot afundau într-un nisip la fel de dens ca un ciment gata să facă priză, ea nu se putu împiedica să nu bombăne.",ok,,,0.8575479984283447,6.813203393534648,0.2692283657266737,0.43974579245501066,1.0560110807418823,1.7174656,0.4418604651162791,12.704,9.8346875,0.7741410185768262,6.308423834852874,0.005217002937570214,6.3028886339161545,20.831254109041765,30.2306066788733,36.54649033094756,36.54649151884951,8192.1171875,911.94384765625,157355,False,6.292690522968769e-05
