sample_index,text,status,failure_case,error,speaker_similarity,mcd,stoi,log_f0_rmse,pesq,lsd,wer,ref_dur_sec,gen_dur_sec,dur_ratio,latency_sec,preprocessing_sec,synthesis_sec,asr_sec,metric_sec,backend_runtime_sec,total_wall_sec,peak_cpu_mem_mb,peak_gpu_mem_mb,output_samples,clipped,backend_load_sec
0,În străfundul ființei ei sălășluia probabil o orchestră de jazz care cânta ritmuri antrenante și melodii trepidante.,ok,,,0.397398211956024,7.36735129964373,0.181576682775293,0.346261720411153,0.745706379413605,1.9429821,0.235294117647059,8.032,6.944,0.864541832669323,7.49058811890427,0.00966700993012637,7.48060409899335,15.6983492299914,25.6900525740348,33.2242823420092,33.2242847169982,14806.125,5751.16552734375,111104,False,7.71749764680862E-05
1,"Ești la fel de naivă cum am fost și eu, sărmana mea, Kumiko, și fără îndoială că ai să fii într-o zi la fel de dezamăgită ca mine.",ok,,,0.48787514090538,8.81510702973204,0.0943492229508248,0.302709945253401,1.02676618099213,1.9895676,0.214285714285714,8.192,8.032,0.98046875,12.1723848269321,0.00731852790340781,12.1646661779378,24.0836107640062,40.737837624969,52.9483562089736,52.9483585839625,14416.578125,5754.1923828125,128512,False,7.71749764680862E-05
2,"Uite, Kumiko, sunt foarte bolnavă și va trebui să stau mult timp la spital. Nu cred că o să te mai pot găzdui.",ok,,,0.681245551109314,6.59708303986942,0.144788987954407,0.473078889059833,0.787614583969116,1.8076105,0.0869565217391304,8.512,7.744,0.909774436090226,9.55749759997707,0.00433958799112588,9.55275789101142,21.3209068449214,35.814823947032,45.3787982780486,45.3788006530376,14416.7578125,5762.36962890625,123904,False,7.71749764680862E-05
3,"Cu mic zâmbet, Olaf Pimps se-ntoarse spre camera de filmat și grăi de parcă s-ar fi găsit dintr-o dată în fața lui Baltazar Balsan.",ok,,,0.481975872516632,6.36378793811083,0.215961931141764,0.370831486368711,1.52819788455963,1.7730205,0.0416666666666667,8.32,7.648,0.919230769230769,9.87126701802481,0.00378036906477064,9.86701291496866,24.5856838619802,40.6475540139945,50.5595395449782,50.5595419199672,14434.9453125,5754.69677734375,122368,False,7.71749764680862E-05
4,Lua în mâna noua carte din care librarii înălțaseră o piramidă de exemplare la fel de frumoasă ca un pom de Crăciun și începu să sporovoiască cu vecinele.,ok,,,0.495145518779755,7.21047115889337,0.133581023535168,0.239872953389656,0.766156017780304,1.7310485,0.178571428571429,8.32,9.44,1.13461538461538,10.9158028459642,0.00376137206330895,10.9116959689418,25.1090808999725,41.0530709859449,52.0120369989891,52.012039373978,14442.4140625,5753.2060546875,151040,False,7.71749764680862E-05
5,"Totuși, era mai bine să nu dau atenție acestui gen de remarcă și să mă servesc de frizerul cu pricina doar ca să mă ajute să-l ascund și mai mult.",ok,,,0.59414713382721,7.05779646532383,0.10213673109937,0.292285006096336,0.465624570846558,1.9124984,0.0333333333333333,8.64,8.768,1.01481481481481,10.2857504918939,0.0089095119619742,10.2764313609805,24.0992617750308,38.7967120779213,49.1174535389291,49.1174559139181,14447.60546875,5755.5947265625,140288,False,7.71749764680862E-05
6,"M-a luat un brațe și, deși mă zbăteam, m-a strâns cu tandrețe la piept. Te iubesc și nu vreau să te părăsesc.",ok,,,0.485329627990723,8.62201649191459,0.218489829398227,0.413481070457676,0.401752710342407,2.0670364,0.363636363636364,7.84,7.768,0.990816326530612,8.69537881098222,0.0408847350627184,8.65410820301622,23.3776767690433,35.7770748760086,44.5145423460053,44.5145447209943,14471.9375,5744.2333984375,124288,False,7.71749764680862E-05
7,"Cercetându-se în oglinda mare din camera ei, constată că silueta ei, modelată de sport și de un regim macrobiotic, rezista cu succes.",ok,,,0.599485476016998,7.26804358140723,0.206151288813949,0.371757750041579,0.988167464733124,1.7229182,0.136363636363636,8.896,8.352,0.938848920863309,13.0758561480325,0.00885727105196565,13.0666367500089,21.9201071619755,37.2510434940923,50.3306752610952,50.3306788230548,14474.921875,5767.0888671875,133632,False,7.71749764680862E-05
8,"Fără să zăbovească la nicio emisiune, erau mai degrabă îmbătați de faptul că aveau atâtea programe decât atrași de ideea de a urmări unul la nume.",ok,,,0.442689645290375,7.15015658008985,0.186728575058087,0.428480834761692,0.494120389223099,1.7100397,0.192307692307692,8.416,8.096,0.961977186311787,9.51193252101075,0.0454273520736024,9.46617510006763,25.8424997419352,40.4171747340588,50.0606519770809,50.0606543510221,14382.16015625,5761.92529296875,129536,False,7.71749764680862E-05
9,"În vreme ce eu trăgeam cu ochiul la cămașa lui descheiată, care lăsa să-i se vadă pieptul păros, întrebându-mă dacă asta era o condiție ca să devii coafor.",ok,,,0.355889309644699,7.42067138552841,0.131802002775962,0.20102108433616,0.652793705463409,1.979982,0.204285714285714,8.544,9.6,1.12359550561798,11.1870597370435,0.00794186198618263,11.1787747460185,25.7894570369972,39.8479799060151,51.0694096540101,51.0694120280677,14406.55078125,5752.06494140625,153600,False,7.71749764680862E-05
10,"Dar nu ar fi ales un cuvânt mai puternic sau mai cald pentru a defini senzația care o reținea, deocamdată, să nu rupă relația.",ok,,,0.568289527893066,8.11854603621085,0.172788051444927,0.263660235739295,0.920021951198578,2.0685961,0.2,7.616,11.008,1.4453781512605,12.8473456810461,0.00703120103571564,12.8400045939488,23.9743564450182,40.1130378959933,53.0009204320377,53.000921620056,14422.30859375,5750.19287109375,176128,False,7.71749764680862E-05
