sample_index,text,status,failure_case,error,speaker_similarity,mcd,stoi,log_f0_rmse,pesq,lsd,wer,ref_dur_sec,gen_dur_sec,dur_ratio,latency_sec,preprocessing_sec,synthesis_sec,asr_sec,metric_sec,backend_runtime_sec,total_wall_sec,peak_cpu_mem_mb,peak_gpu_mem_mb,output_samples,clipped,backend_load_sec
0,"Să fi fost oare din cauza ei, atât de stranie, îndărătnică și totodată rafinată, sofisticată, dar și animalică?",ok,,,0.67044159412384,6.96446865363362,0.202610073483865,0.353095674368208,0.309970259666443,1.9121568,0.111111111111111,7.456,8.288,1.11158798283262,6.12739000294823,0.00313922506757081,6.12377704388928,14.7872328719823,22.1566995920148,28.3069380290108,28.3069404039998,15160.4453125,5736.79052734375,132608,False,7.71749764680862E-05
1,"Ne așteaptă."" Când pătrunseră în sală, toți membrii personalului erau aliniați pe două rânduri și se înclinară în fața lor.",ok,,,0.47682785987854,7.13382377353154,0.163727154265533,0.319523909627893,0.222070068120956,1.7973238,0.05,7.104,7.648,1.07657657657658,8.49867853301112,0.00260137801524252,8.49573639896698,19.58928306296,29.4321937529603,37.9695118330419,37.9695142080309,15161.796875,5719.96044921875,122368,False,7.71749764680862E-05
2,Nu corespunde deloc cu portretele obișnuite ale hoților și ale altor spărgători care fac acrobație la înălțime.,ok,,,0.45023357629776,7.16878166994551,0.154029801813295,0.27248225883344,0.922490298748016,1.8003074,0.176470588235294,7.008,6.176,0.881278538812785,7.64285363000818,0.00332206999883056,7.63913618808147,20.9701874100138,30.2722785959486,37.9536506689619,37.9536518559326,15180.66796875,5725.1640625,98816,False,7.71749764680862E-05
3,"Nu se gândea la cât de jenantă putea fi situația pentru Odet. Aceasta, frecându-și mâini, mâinile încurcată, nu întrăsnea să-i vorbească despre ce o să căia.",ok,,,0.565745356082916,7.34992392329182,0.128562555701107,0.24582267694221,-0.0460191741585732,1.948561,0.423076923076923,7.136,7.904,1.10762331838565,8.97879842098337,0.00307748606428504,8.97544904297683,24.2760248830309,35.106845419039,44.098737405031,44.0987397789722,15201.23046875,5725.74853515625,126464,False,7.71749764680862E-05
4,"Iartă-mă, am spus psihiatrul tău când de fapt ar fi trebuit să spun psihiatrul nostru, din moment ce ne-am dus la el an la rând.",ok,,,0.359465863704681,7.53905355263377,0.155862535555134,0.412936445363002,0.826854884624481,1.8180599,0.04,7.168,6.144,0.857142857142857,7.18524616910145,0.00358565093483776,7.18125683499966,22.0928310689051,32.2793825019617,39.5065926628886,39.506595037994,15210.9375,5716.12841796875,98304,False,7.71749764680862E-05
5,"Odil făcea eforturi să susțină conversația, deși mintea ei nu se putea împiedica să-i arasnă în afara frazelor pe care le schimbau între ei.",ok,,,0.532701332569122,7.11424995315858,0.256176124185556,0.342770986665086,0.392194002866745,1.70249,0.0833333333333333,7.552,7.872,1.04237288135593,9.81823737302329,0.00330069800838828,9.81453892798163,21.2475707780104,34.7767244819552,44.6338994150283,44.6339017900173,15211.07421875,5732.63623046875,125952,False,7.71749764680862E-05
6,"Am pretextat că îmi mai trebuie niște zahăr ca să mă agit, să mă scol de pe scaun, să fac câțiva pași preț de câteva secunde, apoi să mă așez la loc.",ok,,,0.572686967849731,7.10098526346334,0.189357585492069,0.395052756715159,0.557230889797211,1.878578,0.09375,7.584,8.544,1.12658227848101,6.38791606202722,0.00235085701569915,6.38531112205237,15.8195596770383,22.3360676399898,28.7392939570127,28.7392951450311,15236.1953125,5732.13818359375,136704,False,7.71749764680862E-05
7,"După o oră, constatând că ipotezele ei nu aujungeau nicăieri, ridică receptorul și hotărâsă chemea a doua zi un lăcătuș.",ok,,,0.557423083782196,7.01924773261478,0.180758581856033,0.341961159990627,0.542029917240143,1.8255116,0.05,7.456,8.576,1.15021459227468,6.45399177703075,0.00307629897724837,6.45056641194969,13.1742893989431,19.3269297468942,25.7905256089289,25.7905279829865,15236.63671875,5734.94482421875,137216,False,7.71749764680862E-05
8,"Cel care era metr de hotel, i se adresă tinerei femei cu o curtoazie excesivă, numind-o Prințesă.",ok,,,0.323629766702652,7.22604559779071,0.174476751354465,0.350620548038382,0.655427157878876,2.1430469,0.117647058823529,7.072,8,1.13122171945701,6.50610482599586,0.00279965705703944,6.503021402983,11.2519172810717,17.1683178290259,23.7209435111145,23.7209446990164,15242.40234375,5727.193359375,128000,False,7.71749764680862E-05
9,"De fiecare dată când se gândea să se refugieze la cineva acasă, se lăsa păgubași la ideea că va fi nevoit să dă explicații.",ok,,,0.56419775724411,6.2066993802835,0.254380346520477,0.324035090987889,0.45901620388031,1.6278304,0.0416666666666667,7.072,7.008,0.990950226244344,5.67550889693666,0.00226537208072841,5.67297756997868,13.2101779679069,18.425932763028,24.1217528320849,24.1217552060261,15242.546875,5719.89208984375,112128,False,7.71749764680862E-05
10,"Ea închise ușa și, desprinzându-și eșarfa care îi înconjura gâtul, îi dădu de înțeles că îi se dăruia.",ok,,,0.568872022628784,6.656983595012,0.156828247677613,0.36169924976413,1.03767931461334,1.8265933,0.111111111111111,6.944,6.304,0.907834101382489,4.81912596395705,0.00317484501283616,4.81569347495679,13.3380836099386,18.4575387350051,23.2967479079962,23.2967490949668,15243.6953125,5722.88671875,100864,False,7.71749764680862E-05
